0,51848519680,4413145088,47418597376
1,51848519680,4413149184,47418593280
2,51848519680,4413149184,47418593280
3,51848519680,4413149184,47418593280
4,51848519680,4413149184,47418593280
5,51848519680,4413149184,47418593280
6,51848519680,4413149184,47418593280
7,51848519680,4413149184,47418593280
8,51848519680,4413149184,47418593280
9,51848519680,4413149184,47418593280
10,51848519680,4413149184,47418593280
11,51848519680,4413149184,47418593280
12,51848519680,4413149184,47418593280
13,51848519680,4413149184,47418593280
14,51848519680,4413149184,47418593280
15,51848519680,4413149184,47418593280
16,51848519680,4413149184,47418593280
17,51848519680,4413149184,47418593280
18,51848519680,4413149184,47418593280
19,51848519680,4413149184,47418593280
20,51848519680,4413149184,47418593280
21,51848519680,4413149184,47418593280
22,51848519680,4413149184,47418593280
23,51848519680,4413149184,47418593280
24,51848519680,4413149184,47418593280
25,51848519680,4413149184,47418593280
26,51848519680,4413149184,47418593280
27,51848519680,4413149184,47418593280
28,51848519680,4413149184,47418593280
29,51848519680,4413149184,47418593280
30,51848519680,4413149184,47418593280
31,51848519680,4413149184,47418593280
32,51848519680,4413149184,47418593280
33,51848519680,4413149184,47418593280
34,51848519680,4413149184,47418593280
35,51848519680,4413149184,47418593280
36,51848519680,4413149184,47418593280
37,51848519680,4413149184,47418593280
38,51848519680,4413149184,47418593280
39,51848519680,4413149184,47418593280
40,51848519680,4413149184,47418593280
41,51848519680,4413149184,47418593280
42,51848519680,4413149184,47418593280
43,51848519680,4413149184,47418593280
44,51848519680,4413149184,47418593280
45,51848519680,4413149184,47418593280
46,51848519680,4413149184,47418593280
47,51848519680,4413149184,47418593280
48,51848519680,4413149184,47418593280
49,51848519680,4413149184,47418593280
50,51848519680,4413149184,47418593280
51,51848519680,4413149184,47418593280
52,51848519680,4413149184,47418593280
53,51848519680,4413149184,47418593280
54,51848519680,4413149184,47418593280
55,51848519680,4413149184,47418593280
56,51848519680,4413149184,47418593280
